Timestep	Duration (ma)	End Time (ma)	Elastic ehmin	Elastic ehmax	Total ehmin	Total ehmax	FS HMin Mode1												FS HMin Mode2												FS HMax Mode1												FS HMax Mode2												uF Porosity: Uniform aperture	MF Porosity: Uniform aperture	uF Porosity: Size-dependent aperture	MF Porosity: Size-dependent aperture	uF Porosity: Dynamic aperture	MF Porosity: Dynamic aperture	uF Porosity: Barton-Bandis aperture	MF Porosity: Barton-Bandis aperture	
							Fracture stage	Driving stress	a_uFP30	s_uFP30	a_uFP32	s_uFP32	a_MFP30	sII_MFP30	sIJ_MFP30	a_MFP32	s_MFP32	Theta_dashed	Fracture stage	Driving stress	a_uFP30	s_uFP30	a_uFP32	s_uFP32	a_MFP30	sII_MFP30	sIJ_MFP30	a_MFP32	s_MFP32	Theta_dashed	Fracture stage	Driving stress	a_uFP30	s_uFP30	a_uFP32	s_uFP32	a_MFP30	sII_MFP30	sIJ_MFP30	a_MFP32	s_MFP32	Theta_dashed	Fracture stage	Driving stress	a_uFP30	s_uFP30	a_uFP32	s_uFP32	a_MFP30	sII_MFP30	sIJ_MFP30	a_MFP32	s_MFP32	Theta_dashed									
257	7.86775347704052E-07	0.143515272120415	-0.000208902721204144	0.00122625	-0.00143515272120414	0	NotActivated	0	0.00150877563981509	0	0.00454710515655039	0	0.000222222222222222	0	0	0	0	0.565376932045783	Growing	122171.370427771	0.00119329946487259	0.00108714924643342	0.00252827691720693	0.00469475670044965	0.000324057210932052	0.000828805573440884	0	0.0450098244763235	0.0633096402651441	0.270252923157839	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39217936228468E-05	5.41597323707338E-05	2.64570304345756E-07	5.1044345200886E-06	0	0	5.46797057397377E-06	2.85248095777391E-05	
258	7.89423895902461E-07	0.14351606154431	-0.000208910615443103	0.00122625	-0.0014351606154431	0	NotActivated	0	0.00150426597733479	0	0.00453351406389397	0	0.000222222222222222	0	0	0	0	0.563679085671507	Growing	122239.493878174	0.00118877478254559	0.00109140042128083	0.00251717659537419	0.00472170146760599	0.000321142964846657	0.000832966208488077	0	0.044852206653198	0.063889132180652	0.267943964580442	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39229202991804E-05	5.4370669416925E-05	2.64786880411489E-07	5.12431486832912E-06	0	0	5.46997783974502E-06	2.86359451684645E-05	
259	7.9214938807491E-07	0.143516853693699	-0.000208918536936984	0.00122625	-0.00143516853693698	0	NotActivated	0	0.00149975656731089	0	0.00451992373208349	0	0.000222222222222222	0	0	0	0	0.561981373067328	Growing	122307.852525326	0.00118425125873405	0.00109565410305035	0.00250608742850539	0.00474879309869926	0.000318221944167924	0.000837130353990655	0	0.0446908603170163	0.0644723289921903	0.265641405844577	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39241263653874E-05	5.45815946546033E-05	2.65006508808184E-07	5.14419410364353E-06	0	0	5.47202685715414E-06	2.87470749825063E-05	
260	7.94953535856438E-07	0.143517648647234	-0.000208926486472342	0.00122625	-0.00143517648647234	0	NotActivated	0	0.00149524741438414	0	0.00450633417510507	0	0.000222222222222222	0	0	0	0	0.560283797428575	Growing	122376.453156819	0.00117972883155857	0.00109991036722366	0.00249500919298425	0.00477603419508069	0.000315294244886949	0.000841297975652318	0	0.0445257618952935	0.0650592538381072	0.263345278362766	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39254130173283E-05	5.47925078667003E-05	2.6522923778899E-07	5.1640722055736E-06	0	0	5.47411825530067E-06	2.88581989110585E-05	
261	7.97838118665619E-07	0.143518446485353	-0.000208934464853529	0.00122625	-0.00143518446485353	0	NotActivated	0	0.00149073852332323	0	0.00449274540733051	0	0.000222222222222222	0	0	0	0	0.558586361991144	Growing	122445.302713806	0.00117520743780416	0.0011041692915102	0.00248394166224749	0.00480342743179953	0.000312359963773821	0.000845469039114169	0	0.0443568874934993	0.0656499301668261	0.261055613835257	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39267814864321E-05	5.50034088301627E-05	2.65455117012157E-07	5.18394915309705E-06	0	0	5.47625268199422E-06	2.89693168423128E-05	
262	8.00804986710038E-07	0.14351924729034	-0.000208942472903396	0.00122625	-0.0014351924729034	0	NotActivated	0	0.00148622989902954	0	0.0044791574435314	0	0.000222222222222222	0	0	0	0	0.556889070033334	Growing	122514.408297105	0.00117068701286055	0.00110843095593501	0.00247288460661759	0.00483097556038758	0.000309419198417184	0.000849643509956403	0	0.0441842128886558	0.0662443817428073	0.258772444254385	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39282330410116E-05	5.52142973157316E-05	2.65684197593339E-07	5.20382492460675E-06	0	0	5.47843080444665E-06	2.90804286613482E-05	
263	8.0385606415974E-07	0.143520051146404	-0.000208950511464038	0.00122625	-0.00143520051146404	0	NotActivated	0	0.00148172154654204	0	0.00446557029889405	0	0.000222222222222222	0	0	0	0	0.555191924877765	Growing	122583.77717358	0.00116616749065987	0.00111269544293085	0.00246183779312877	0.00485868141177616	0.0003064720472652	0.000853821353700275	0	0.0440077135228007	0.0668426326526224	0.256495801909034	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39297689876428E-05	5.54251730877116E-05	2.65916532160395E-07	5.22369949788892E-06	0	0	5.48065330999753E-06	2.91915342500146E-05	
264	8.06993352505147E-07	0.143520858139756	-0.000208958581397563	0.00122625	-0.00143520858139756	0	NotActivated	0	0.00147721347104244	0	0.004451983989035	0	0.000222222222222222	0	0	0	0	0.553494929893361	Growing	122653.416782809	0.00116164880361127	0.00111696283743484	0.00245080098534537	0.0048865478993534	0.000303518609668001	0.000858002535810374	0	0.0438273644963181	0.0674447073111431	0.254225719389176	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39313906726102E-05	5.56360359037306E-05	2.66152174910832E-07	5.24357285010054E-06	0	0	5.48292090687471E-06	2.93026334868118E-05	
265	8.10218934101484E-07	0.143521668358691	-0.000208966683586904	0.00122625	-0.0014352166835869	0	NotActivated	0	0.00147270567786063	0	0.00443839853001725	0	0.000222222222222222	0	0	0	0	0.551798088497429	Growing	122723.334744073	0.00115713088253259	0.00112123322698983	0.0024397739431726	0.00491457802216952	0.00030055898592171	0.000862187021697199	0	0.0436431405611337	0.0680506304678395	0.251962229590541	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.3933099483423E-05	5.58468855144866E-05	2.66391181672046E-07	5.26344495774544E-06	0	0	5.48523432499191E-06	2.94137262467628E-05	
266	8.1353497592281E-07	0.143522481893666	-0.000208974818936663	0.00122625	-0.00143522481893666	0	NotActivated	0	0.00146819817248028	0	0.00442481393836735	0	0.000222222222222222	0	0	0	0	0.550101404157818	Growing	122793.538863649	0.00115261365657869	0.00112550670185087	0.00242875642265881	0.00494277486829911	0.000297593277314138	0.000866374776720072	0	0.0434550161137783	0.0686604272131893	0.249705365719371	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.3934896850406E-05	5.60577216634838E-05	2.6663360996451E-07	5.28331579664946E-06	0	0	5.48759431678569E-06	2.95248124012807E-05	
267	8.1694373353021E-07	0.1435232988374	-0.000208982988373998	0.00122625	-0.001435232988374	0	NotActivated	0	0.00146369096054478	0	0.00441123023109323	0	0.000222222222222222	0	0	0	0	0.548404880395179	Growing	122864.037142465	0.00114809705316643	0.00112978335509702	0.00241774817578912	0.00497114161836949	0.00029462158617225	0.000870565766190391	0	0.0432629651883191	0.0692741229851909	0.247455161297304	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39367842483692E-05	5.6268544086755E-05	2.668795190681E-07	5.30318534193429E-06	0	0	5.49000165809401E-06	2.96358918180292E-05	
268	8.20447555279612E-07	0.143524119284955	-0.000208991192849551	0.00122625	-0.00143524119284955	0	NotActivated	0	0.00145918404786346	0	0.00439764742570285	0	0.000222222222222222	0	0	0	0	0.546708520785317	Growing	122934.837784087	0.00114358099789579	0.00113406328274882	0.00240674895026958	0.0049996815492651	0.0002916440159115	0.000874759955375275	0	0.0430669614491595	0.0698917435759851	0.245211650166352	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39387631983621E-05	5.64793525125723E-05	2.67128970091738E-07	5.32305356799016E-06	0	0	5.49245714907882E-06	2.97469643607773E-05	
269	8.24048886769894E-07	0.143524943333842	-0.000208999433338419	0.00122625	-0.00143524943333842	0	NotActivated	0	0.00145467744041808	0	0.0043840655402239	0	0.000222222222222222	0	0	0	0	0.545012328961664	Growing	123005.949203136	0.00113906541446734	0.00113834658389183	0.00239575848930147	0.00502839803801842	0.000288660671087165	0.000878957309501578	0	0.0428669781837127	0.0705133151385708	0.242974866494022	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39408352695152E-05	5.66901466611418E-05	2.67382026046546E-07	5.34292044844713E-06	0	0	5.49496161519537E-06	2.98580298892459E-05	
270	8.27750275563672E-07	0.143525771084118	-0.000209007710841174	0.00122625	-0.00143525771084118	0	NotActivated	0	0.00145017114436967	0	0.00437048459322427	0	0.000222222222222222	0	0	0	0	0.543316308617856	Growing	123077.380034073	0.00113455022459542	0.00114263336080653	0.00238477653134509	0.00505729456589881	0.000285671657447797	0.000883157793760343	0	0.0426629882949501	0.0711388641936199	0.240744844778543	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39430020809774E-05	5.6900926244285E-05	2.67638751922726E-07	5.36278595614501E-06	0	0	5.49751590821111E-06	2.99690882589472E-05	
271	8.31554376191551E-07	0.143526602638494	-0.000209016026384936	0.00122625	-0.00143526602638494	0	NotActivated	0	0.00144566516606568	0	0.00435690460383373	0	0.000222222222222222	0	0	0	0	0.541620463510435	Growing	123149.139140429	0.00113003534791699	0.00114692371910503	0.00237380280987234	0.00508637472271136	0.000282677081990902	0.000887361373311688	0	0.0424549642938281	0.0717684176363787	0.238521619854237	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.3945265303952E-05	5.71116909651034E-05	2.67899214770409E-07	5.38265006310179E-06	0	0	5.50012090727711E-06	3.00801393210165E-05	
272	8.35463955459574E-07	0.143527438102449	-0.000209024381024491	0.00122625	-0.00143527438102449	0	NotActivated	0	0.00144115951204749	0	0.00434332559176653	0	0.000222222222222222	0	0	0	0	0.539924797461681	Growing	123221.235624498	0.00112552070189582	0.00115121776787502	0.00236283705310736	0.00511564221131885	0.000279677053021015	0.000891568013290174	0	0.0422428782916001	0.0724020027436547	0.236305226897016	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39476266638397E-05	5.73224405176274E-05	2.68163483784688E-07	5.40251274048048E-06	0	0	5.50277752005536E-06	3.01911829220354E-05	
273	8.39481898082122E-07	0.143528277584347	-0.000209032775843472	0.00122625	-0.00143528277584347	0	NotActivated	0	0.00143665418905832	0	0.00432974757734518	0	0.000222222222222222	0	0	0	0	0.538229314362583	Growing	123293.678837514	0.00112100620172178	0.00115551561983132	0.00235187898375468	0.00514510085240052	0.000276671680210308	0.000895777678810665	0	0.0420267019920186	0.0730396471808737	0.234095701430019	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39500879424935E-05	5.75331745864462E-05	2.68431630395128E-07	5.42237395855435E-06	0	0	5.50548668390532E-06	3.03022189038463E-05	
274	8.43611212667086E-07	0.14352912119556	-0.000209041211955598	0.00122625	-0.0014352912119556	0	NotActivated	0	0.00143214920405153	0	0.00431617058152553	0	0.000222222222222222	0	0	0	0	0.53653401817596	Growing	123366.478390334	0.00111649176020476	0.00115981739147574	0.00234092831871375	0.00517475458946284	0.000273661074661884	0.000899990334974726	0	0.0418064066834358	0.0736813790092046	0.231893079329411	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39526509805944E-05	5.77438928463202E-05	2.68703728360013E-07	5.44223368667028E-06	0	0	5.50824936713359E-06	3.04132471033567E-05	
275	8.47855038072362E-07	0.143529969050598	-0.000209049690505979	0.00122625	-0.00143529969050598	0	NotActivated	0	0.00142764456419933	0	0.00430259462592299	0	0.000222222222222222	0	0	0	0	0.534838912939733	Growing	123439.644164688	0.00111197728766311	0.00116412320326549	0.00232998476877934	0.00520460749411824	0.000270645348975942	0.000904205946877585	0	0.0415819632308094	0.0743272266927368	0.229697396830314	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39553176801536E-05	5.79545949617731E-05	2.68979853865641E-07	5.46209189321035E-06	0	0	5.51106657031064E-06	3.05242673523349E-05	
276	8.52216650166543E-07	0.143530821267248	-0.000209058212672481	0.00122625	-0.00143530821267248	0	NotActivated	0	0.00142314027690197	0	0.00428901973284019	0	0.000222222222222222	0	0	0	0	0.533144002770366	Growing	123513.186324995	0.00110746269180602	0.00116843317979094	0.00231904803832655	0.00523466377164907	0.000267624617318984	0.000908424479615704	0	0.0413533420676266	0.0749772191056983	0.227508690532919	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39580900071512E-05	5.81652805866624E-05	2.6926008563099E-07	5.48194854555143E-06	0	0	5.5139393276589E-06	3.06352794771935E-05	
277	8.56699469019964E-07	0.143531677966717	-0.000209066779667171	0.00122625	-0.00143531677966717	0	NotActivated	0	0.00141863634979737	0	0.00427544592529612	0	0.000222222222222222	0	0	0	0	0.531449291866492	Growing	123587.115330809	0.00110294787760964	0.00117274744996324	0.00230811782497977	0.00526492776687536	0.000264598995496281	0.000912645898294969	0	0.041120513187757	0.0756313855396995	0.225326997408752	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39609699943189E-05	5.83759493637283E-05	2.69544505018107E-07	5.50180361002255E-06	0	0	5.51686870851689E-06	3.07462832987631E-05	
278	8.61307066560145E-07	0.143532539273784	-0.000209075392737837	0.00122625	-0.00143532539273784	0	NotActivated	0	0.0014141327907713	0	0.00426187322705665	0	0.000222222222222222	0	0	0	0	0.529754784512717	Growing	123661.441949927	0.00109843274718634	0.00117706614721246	0.00229719381926418	0.00529540397034636	0.000261568601027784	0.000916870168039589	0	0.0408834461372489	0.0762897557109874	0.223152354807121	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39639597440769E-05	5.85866009241181E-05	2.69833196148591E-07	5.52165705186019E-06	0	0	5.51985581888448E-06	3.08572786320532E-05	
279	8.66043174724698E-07	0.143533405316959	-0.000209084053169584	0.00122625	-0.00143533405316958	0	NotActivated	0	0.00140962960796807	0	0.00424830166266689	0	0.000222222222222222	0	0	0	0	0.528060485083639	Growing	123736.17727219	0.00109391719964676	0.00118138940969698	0.00228627570423896	0.00532609702487734	0.000258533553227734	0.000921097254001692	0	0.0406421100060857	0.0769523597676866	0.220984800461751	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39670614316349E-05	5.87972348868862E-05	2.70126246026577E-07	5.54150883516105E-06	0	0	5.52290180305441E-06	3.09682652860004E-05	
280	8.70911694150804E-07	0.143534276228653	-0.000209092762286525	0.00122625	-0.00143534276228653	0	NotActivated	0	0.00140512680980182	0	0.0042347312574851	0	0.000222222222222222	0	0	0	0	0.526366398048068	Growing	123811.332724048	0.00108940113095426	0.0011857173805249	0.00227536315511078	0.00535701173245494	0.000255493973288207	0.000925327121371709	0	0.040396473419922	0.0776192282970102	0.218824372497601	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39702773082687E-05	5.90078508584661E-05	2.70423744668658E-07	5.56135892283238E-06	0	0	5.52600784533621E-06	3.10792430632035E-05	
281	8.75916703444284E-07	0.143535152145356	-0.00020910152145356	0.00122625	-0.00143535152145356	0	NotActivated	0	0.00140062440496837	0	0.00422116203771856	0	0.000222222222222222	0	0	0	0	0.524672527973493	Growing	123886.920083913	0.00108488443377096	0.00119005020798826	0.00226445583882626	0.00538815306153596	0.000252449984366854	0.000929559735389565	0	0.0401465045318196	0.0782903923324097	0.216671109437898	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39736097047837E-05	5.92184484321146E-05	2.70725785241215E-07	5.58120727653952E-06	0	0	5.5291751718785E-06	3.11902117596438E-05	
282	8.81062469066683E-07	0.143536033207825	-0.00020911033207825	0.00122625	-0.00143536033207825	0	NotActivated	0	0.00139612240245781	0	0.00420759403046133	0	0.000222222222222222	0	0	0	0	0.522978879530778	Growing	123962.951498375	0.00108036699729512	0.00119438804581096	0.00225355341364209	0.00541952615476666	0.000249401711679128	0.000933795061356745	0	0.0398921710140124	0.0789658833606381	0.21452505021137	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39770610351784E-05	5.94290271873253E-05	2.71032464205665E-07	5.60105385665067E-06	0	0	5.53240505259655E-06	3.13011711643904E-05	
283	8.86353455898227E-07	0.143536919561281	-0.000209119195612809	0.00122625	-0.00143536919561281	0	NotActivated	0	0.00139162081156772	0	0.00419402726373414	0	0.000222222222222222	0	0	0	0	0.52128545749913	Growing	124039.439499318	0.00107584870708901	0.00119873105341147	0.00224265552867107	0.00545113633715179	0.000246349282595312	0.000938033064649301	0	0.0396334400497255	0.0796457333286935	0.212386234159709	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39806338005218E-05	5.96395866892095E-05	2.71343881472171E-07	5.62089862217857E-06	0	0	5.53569880321246E-06	3.14121210592895E-05	
284	8.91794338522522E-07	0.14353781135562	-0.000209128113556195	0.00122625	-0.0014353781135562	0	NotActivated	0	0.00138711964191709	0	0.00418046176652651	0	0.000222222222222222	0	0	0	0	0.519592266771342	Growing	124116.397022023	0.00107132944489683	0.00120307939618114	0.00223176182340264	0.00548298912470476	0.000243292826742672	0.000942273710731826	0	0.0393702783250843	0.080329974650602	0.21025470104527	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39843305930603E-05	5.98501264878431E-05	2.7166014056241E-07	5.64074153071884E-06	0	0	5.5390577874157E-06	3.1523061218635E-05	
285	8.97390013293678E-07	0.143538708745633	-0.000209137087456328	0.00122625	-0.00143538708745633	0	NotActivated	0	0.00138261890346117	0	0.00416689756884122	0	0.000222222222222222	0	0	0	0	0.517899312359336	Growing	124193.837424299	0.00106680908845169	0.00120743324577944	0.00222087192719589	0.00551509023361319	0.000240232476113093	0.000946516965172501	0	0.0391026520211502	0.0810186402140011	0.208130491059012	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39881541005685E-05	6.00606461175756E-05	2.71981348782043E-07	5.66058253838496E-06	0	0	5.54248341915275E-06	3.16339914088227E-05	
286	9.03145611250143E-07	0.143539611891244	-0.00020914611891244	0.00122625	-0.00143539611891244	0	NotActivated	0	0.00137811860650699	0	0.00415333470174134	0	0.000222222222222222	0	0	0	0	0.516206599400024	Growing	124271.774506742	0.00106228751127115	0.00121179278044731	0.00220998545874322	0.00554744558995673	0.000237168365176612	0.000950762793659256	0	0.0388305268061285	0.0817117633864728	0.206013644828704	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.3992107110964E-05	6.02711450963007E-05	2.72307617403584E-07	5.68042159973948E-06	0	0	5.54597716505489E-06	3.17449113879823E-05	
287	9.09066511944004E-07	0.143540520957756	-0.000209155209577559	0.00122625	-0.00143540520957756	0	NotActivated	0	0.00137361876172991	0	0.00413977319739993	0	0.000222222222222222	0	0	0	0	0.514514133161506	Growing	124350.222534174	0.00105776458244031	0.00121615818533984	0.00219910202550252	0.00558006134001736	0.000234100631001225	0.000955011162017139	0	0.0385538678277948	0.082409378021574	0.203904203427401	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.39961925172032E-05	6.04816229246844E-05	2.72639061860408E-07	5.70025866772129E-06	0	0	5.54954054701435E-06	3.18558209055907E-05	
288	9.15158358258983E-07	0.143541436116114	-0.000209164361161142	0.00122625	-0.00143541436116114	0	NotActivated	0	0.00136911938019105	0	0.00412621308915273	0	0.000222222222222222	0	0	0	0	0.512821919049643	Growing	124429.196258373	0.00105324016638163	0.00122052965287983	0.00218822122309561	0.00561294386122538	0.000231029413379477	0.000959262036226951	0	0.0382726397061984	0.0831115184644983	0.201802208382215	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.40004133224802E-05	6.06920790853484E-05	2.72975801952739E-07	5.72009369356864E-06	0	0	5.55317514491964E-06	3.19667197020609E-05	
289	9.21427072305631E-07	0.143542357543187	-0.000209173575431865	0.00122625	-0.00143542357543187	0	NotActivated	0	0.0013646204733558	0	0.00411265441155378	0	0.000222222222222222	0	0	0	0	0.511129962615008	Growing	124508.710942166	0.0010487141226104	0.00122490738313386	0.00217734263467042	0.00564609977378852	0.000227954854962295	0.000963515382445253	0	0.0379868065267075	0.0838182195573032	0.199707701683387	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.40047726457497E-05	6.09025130420053E-05	2.73317962066483E-07	5.73992662673762E-06	0	0	5.55688259956181E-06	3.20776075083077E-05	
290	9.27878872478712E-07	0.143543285422059	-0.00020918285422059	0.00122625	-0.00143543285422059	0	NotActivated	0	0.00136012205311339	0	0.0040990972004345	0	0.000222222222222222	0	0	0	0	0.509438269560257	Growing	124588.782385001	0.00104418630547493	0.00122929158421231	0.00216646583022431	0.00567953595305539	0.000224877101400608	0.000967771167025836	0	0.0376963318334644	0.0845295166436215	0.197620725793683	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.40092737276004E-05	6.11129242385429E-05	2.73665671405887E-07	5.75975741481588E-06	0	0	5.56066461572464E-06	3.21884840452875E-05	
291	9.34520291782015E-07	0.143544219942351	-0.000209192199423508	0.00122625	-0.00143544219942351	0	NotActivated	0	0.00135562413179765	0	0.00408554149296625	0	0.000222222222222222	0	0	0	0	0.507746845747953	Growing	124669.426950082	0.00103965656388014	0.00123368247269552	0.00215559036588553	0.00571325954266903	0.000221796301495356	0.000972029356542736	0	0.0374011786233392	0.0852454455727665	0.195541323658136	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.40139199365037E-05	6.13233120980529E-05	2.74019064241068E-07	5.77958600343111E-06	0	0	5.56452296547265E-06	3.22993490235108E-05	
292	9.41358197523785E-07	0.143545161300548	-0.000209201613005483	0.00122625	-0.00143545161300548	0	NotActivated	0	0.00135112672220903	0	0.00407198732772664	0	0.000222222222222222	0	0	0	0	0.506055697208865	Growing	124750.661593238	0.00103512474099342	0.00123808027408781	0.00214471578314977	0.00574727796857139	0.000218712607356502	0.000976289917814922	0	0.0371013093404703	0.0859660427031321	0.193469538714146	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.40187147754672E-05	6.15336760218012E-05	2.74378280171551E-07	5.79941233615396E-06	0	0	5.56845949165209E-06	3.24102021425241E-05	
