Timestep	Duration (ma)	End Time (ma)	Elastic ehmin	Elastic ehmax	Total ehmin	Total ehmax	FS HMin Mode1												FS HMin Mode2												FS HMax Mode1												FS HMax Mode2												uF Porosity: Uniform aperture	MF Porosity: Uniform aperture	uF Porosity: Size-dependent aperture	MF Porosity: Size-dependent aperture	uF Porosity: Dynamic aperture	MF Porosity: Dynamic aperture	uF Porosity: Barton-Bandis aperture	MF Porosity: Barton-Bandis aperture	
							Fracture stage	Driving stress	a_uFP30	s_uFP30	a_uFP32	s_uFP32	a_MFP30	sII_MFP30	sIJ_MFP30	a_MFP32	s_MFP32	Theta_dashed	Fracture stage	Driving stress	a_uFP30	s_uFP30	a_uFP32	s_uFP32	a_MFP30	sII_MFP30	sIJ_MFP30	a_MFP32	s_MFP32	Theta_dashed	Fracture stage	Driving stress	a_uFP30	s_uFP30	a_uFP32	s_uFP32	a_MFP30	sII_MFP30	sIJ_MFP30	a_MFP32	s_MFP32	Theta_dashed	Fracture stage	Driving stress	a_uFP30	s_uFP30	a_uFP32	s_uFP32	a_MFP30	sII_MFP30	sIJ_MFP30	a_MFP32	s_MFP32	Theta_dashed									
116	9.20415744031988E-07	0.143406334558779	-0.000207813345587784	0.00122625	-0.00143406334558778	0	NotActivated	0	0.00214602976001374	0	0.00646764351859833	0	0.000222222222222222	0	0	0	0	0.819916242291982	Growing	112770.587634248	0.00186453000547027	0.00049475582799703	0.00431027036723951	0.00173993384614387	0.000621789736922756	0.000293264727797401	0	0.0376393527983015	0.011065671893566	0.648343015254973	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42956481017342E-05	2.43525123459337E-05	2.53599115933615E-07	2.29517021647321E-06	0	0	5.46503011743604E-06	1.28235285113062E-05	
117	9.15313718932757E-07	0.143407249872498	-0.000207822498724974	0.00122625	-0.00143407249872497	0	NotActivated	0	0.00214150463954697	0	0.00645400583910146	0	0.000222222222222222	0	0	0	0	0.809500022666085	Growing	112849.574765321	0.00185937831698259	0.000498975560853762	0.00429511822714989	0.00175720073221993	0.000620859637459447	0.000296588124863111	0	0.0378607510906461	0.0112675937716734	0.645357838562282	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.4289886634979E-05	2.45641724311598E-05	2.5357129005404E-07	2.31511870953733E-06	0	0	5.4634165997486E-06	1.29350049622633E-05	
118	9.10318234738917E-07	0.143408160190732	-0.000207831601907321	0.00122625	-0.00143408160190732	0	NotActivated	0	0.00213697956692663	0	0.00644036830380282	0	0.000222222222222222	0	0	0	0	0.801367363496116	Growing	112928.130810355	0.00185423537546238	0.000503194436061971	0.00428002494625219	0.00177450446087921	0.000619904642005685	0.000299920264349799	0	0.0380801224272509	0.0114715381295378	0.642376239967299	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42841730912104E-05	2.47758302783944E-05	2.53544947351539E-07	2.33506699167574E-06	0	0	5.46182825149527E-06	1.30464804768618E-05	
119	9.05426810265857E-07	0.143409065617542	-0.000207840656175424	0.00122625	-0.00143409065617542	0	NotActivated	0	0.00213245454254603	0	0.00642673091388773	0	0.000222222222222222	0	0	0	0	0.799670479901582	Growing	113006.264749199	0.00184910107041397	0.000507412463832892	0.00426498965947067	0.00179184518807086	0.00061892502629689	0.000303261091107696	0	0.038297460512394	0.0116775112260883	0.639398234877106	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42785071164579E-05	2.49874858692411E-05	2.53520080037309E-07	2.3550150611546E-06	0	0	5.46026488716961E-06	1.3157955044885E-05	
120	9.00637051474038E-07	0.143409966254594	-0.000207849662545938	0.00122625	-0.00143409966254594	0	NotActivated	0	0.00212792956680313	0	0.00641309367055555	0	0.000222222222222222	0	0	0	0	0.797973673462641	Growing	113083.985355108	0.00184397529365372	0.000511629654366038	0.00425001152190294	0.00180922307337787	0.000617921060636381	0.000306610550636824	0	0.038512759006553	0.0118855193636181	0.636423838657315	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42728883686615E-05	2.51991391850855E-05	2.53496680650846E-07	2.37496291621954E-06	0	0	5.45872632751226E-06	1.3269428656027E-05	
121	8.95946647892363E-07	0.143410862201242	-0.000207858622012417	0.00122625	-0.00143410862201242	0	NotActivated	0	0.00212340464010064	0	0.00639945657501999	0	0.000222222222222222	0	0	0	0	0.796276967779151	Growing	113161.301201957	0.00183885793923887	0.000515846017851901	0.00423508970817264	0.00182663828003301	0.000616893010057431	0.00030996858907077	0	0.0387260115260114	0.0120955688881701	0.633453066636155	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42673165173561E-05	2.54107902070907E-05	2.5347474205193E-07	2.39491055509523E-06	0	0	5.45721239934549E-06	1.33809012998899E-05	
122	8.91353369226025E-07	0.143411753554611	-0.00020786753554611	0.00122625	-0.00143411753554611	0	NotActivated	0	0.00211887976284611	0	0.00638581962850927	0	0.000222222222222222	0	0	0	0	0.794580426642597	Growing	113238.220671151	0.00183374890339886	0.000520061564474632	0.00422022341180766	0.00184409097493665	0.000615841134479308	0.000313335153160943	0	0.0389372116424579	0.0123076661899309	0.630485934108422	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42617912433701E-05	2.56224389161944E-05	2.53454257412973E-07	2.41485797598509E-06	0	0	5.45572293541505E-06	1.34923729659818E-05	
123	8.86855062129945E-07	0.143412640409673	-0.000207876404096731	0.00122625	-0.00143412640409673	0	NotActivated	0	0.00211435493545197	0	0.00637218283226639	0	0.000222222222222222	0	0	0	0	0.7928841297862	Growing	113314.751958276	0.00182864808446932	0.000524276304414697	0.00420541184464293	0.00186158132867619	0.000614765688857598	0.000316710190261275	0	0.0391463528825784	0.0125218177036313	0.627522456339294	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42563122385361E-05	2.58340852931049E-05	2.53435220211719E-07	2.43480517707091E-06	0	0	5.45425777423884E-06	1.36038436437143E-05	
124	8.82449647142414E-07	0.14341352285932	-0.000207885228593202	0.00122625	-0.0014341352285932	0	NotActivated	0	0.00210983015833566	0	0.00635854618754938	0	0.000222222222222222	0	0	0	0	0.7911881638377	Growing	113390.903079475	0.00182355538282844	0.000528490247851537	0.0041906542362463	0.00187910951554729	0.000613666923329055	0.000320093648313352	0	0.0393534287276404	0.0127380299089538	0.624562648568022	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42508792054148E-05	2.60457293182971E-05	2.53417624224279E-07	2.45475215651251E-06	0	0	5.45281675996206E-06	1.37153133224004E-05	
125	8.78135115771677E-07	0.143414400994436	-0.00020789400994436	0.00122625	-0.00143414400994436	0	NotActivated	0	0.00210530543191966	0	0.00634490969563155	0	0.000222222222222222	0	0	0	0	0.789492611406298	Growing	113466.681877557	0.00181847070083565	0.000532703404966183	0.00417594983336674	0.00189667571357664	0.000612545083351227	0.000323485475831972	0	0.03955843261307	0.012956309330948	0.621606526011494	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42454918570308E-05	2.6257370972009E-05	2.53401463518489E-07	2.47469891244736E-06	0	0	5.45139974221873E-06	1.3826781991252E-05	
126	8.73909527721811E-07	0.143415274903964	-0.000207902749039637	0.00122625	-0.00143415274903964	0	NotActivated	0	0.00210078075663164	0	0.00633127335780177	0	0.000222222222222222	0	0	0	0	0.787797541311704	Growing	113542.0960279	0.00181339394277254	0.00053691578594391	0.00416129789940361	0.00191428010454662	0.000611400409837095	0.000326885621891093	0	0.0397613579280221	0.0131766625404524	0.618654103867701	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42401499166193E-05	2.64690102342373E-05	2.53386732447576E-07	2.49464544299019E-06	0	0	5.4500065759991E-06	1.39382496393773E-05	
127	8.69771008254851E-07	0.143416144674972	-0.00020791144674972	0.00122625	-0.00143416144674972	0	NotActivated	0	0.0020962561329045	0	0.00631763717536468	0	0.000222222222222222	0	0	0	0	0.786103001784316	Growing	113617.153044101	0.00180832501478587	0.00054112740097683	0.00414669771389613	0.00193192287402148	0.000610233139284933	0.000330294036110175	0	0.0399621980149423	0.0133990961545243	0.615705397319078	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42348531173845E-05	2.66806470847333E-05	2.53373425644116E-07	2.5145917462326E-06	0	0	5.44863712152283E-06	1.40497162557787E-05	
128	8.65717745679894E-07	0.143417010392718	-0.000207920103927177	0.00122625	-0.00143417010392718	0	NotActivated	0	0.00209173156117645	0	0.006304001149641	0	0.000222222222222222	0	0	0	0	0.784409017193423	Growing	113691.860283418	0.00180326382483258	0.000545338260266526	0.00413214857203199	0.00194960421137529	0.000609043503903616	0.000333710668640891	0	0.040160946169121	0.0136236168368775	0.612760421535751	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42296012022675E-05	2.68922815029993E-05	2.5336153801428E-07	2.53453782024273E-06	0	0	5.44729124411762E-06	1.41611818293502E-05	
129	8.61747988961595E-07	0.143417872140707	-0.000207928721407066	0.00122625	-0.00143417872140707	0	NotActivated	0	0.00208720704189116	0	0.0062903652819678	0	0.000222222222222222	0	0	0	0	0.782715587939855	Growing	113766.224951999	0.00179821028262677	0.000549548374026644	0.00411764978417443	0.0019673243098215	0.000607831731733563	0.000337135470154196	0	0.0403575956382405	0.0138502312983267	0.609819191678691	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42243939237252E-05	2.71039134682836E-05	2.53351064732342E-07	2.5544836630648E-06	0	0	5.44596881410316E-06	1.42726463488748E-05	
130	8.57860045442826E-07	0.143418730000752	-0.000207937300007521	0.00122625	-0.00143418730000752	0	NotActivated	0	0.00208268257549778	0	0.00627672957369875	0	0.000222222222222222	0	0	0	0	0.781022692695048	Growing	113840.254109925	0.0017931642995885	0.000553757752485514	0.00410320067540678	0.00198508336644421	0.000606598046763501	0.000340568391827737	0	0.0405521396219136	0.0140789462972403	0.606881722902764	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42192310435182E-05	2.73155429595769E-05	2.53342001235458E-07	2.5744292727187E-06	0	0	5.44466970668E-06	1.43841098030224E-05	
131	8.54052278673399E-07	0.143419584053031	-0.000207945840530307	0.00122625	-0.00143419584053031	0	NotActivated	0	0.0020781581624511	0	0.00626309402620444	0	0.000222222222222222	0	0	0	0	0.779330292075474	Growing	113913.954676061	0.00178812578879433	0.000557966405888747	0.00408880058509376	0.00200288158223112	0.000605342669043239	0.000344009385333599	0	0.0407445712712144	0.0143097686400005	0.603948030359709	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.4214112332508E-05	2.75271699556074E-05	2.53334343218688E-07	2.59437464719962E-06	0	0	5.44339380182336E-06	1.44955721803466E-05	
132	8.50323106343342E-07	0.143420434376137	-0.000207954343761371	0.00122625	-0.00143420434376137	0	NotActivated	0	0.00207363380321158	0	0.00624945864087265	0	0.000222222222222222	0	0	0	0	0.777638332954724	Growing	113987.333432727	0.0017830946649296	0.000562174344501847	0.00407444886645873	0.00202071916210813	0.000604065814792619	0.000347458402826366	0	0.0409348836882008	0.014542705181472	0.601018129201018	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42090375704631E-05	2.77387944348364E-05	2.53328086630255E-07	2.61431978447758E-06	0	0	5.44214098418151E-06	1.46070334692826E-05	
133	8.46670998310103E-07	0.143421281047136	-0.000207962810471354	0.00122625	-0.00143421281047135	0	NotActivated	0	0.00206910949824551	0	0.00623582341910866	0	0.000222222222222222	0	0	0	0	0.775946752812959	Growing	114060.397030195	0.00177807084424223	0.000566381578612827	0.00406014488617629	0.00203859631497569	0.000602767696506797	0.000350915396931495	0	0.041123069925429	0.0147777628254781	0.598092034580748	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.42040065458736E-05	2.79504163754536E-05	2.53323227667048E-07	2.63426468249702E-06	0	0	5.4409111429786E-06	1.47184936581445E-05	
134	8.43094474718666E-07	0.14342212414161	-0.000207971241416101	0.00122625	-0.0014342212414161	0	NotActivated	0	0.00206458524802509	0	0.00622218836233551	0	0.000222222222222222	0	0	0	0	0.774255483728417	Growing	114133.15199104	0.00177305424449815	0.00057058811853482	0.00404588802397938	0.00205651325374677	0.00060144852305802	0.000354380320733991	0	0.0413091229854602	0.0150149485252856	0.59516976165825	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41990190557741E-05	2.81620357553729E-05	2.53319762770331E-07	2.65420933917638E-06	0	0	5.43970417192179E-06	1.48299527351226E-05	
135	8.39592104206826E-07	0.143422963733714	-0.000207979637337143	0.00122625	-0.00143422963733714	0	NotActivated	0	0.0020600610530285	0	0.00620855347199438	0	0.000222222222222222	0	0	0	0	0.772564455790943	Growing	114205.604714308	0.0017680447849382	0.000574793974608714	0.00403167767228048	0.00207447019538656	0.000600108499794041	0.000357853127767346	0	0.0414930358203572	0.0152542692840969	0.592251325600836	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.4194074905574E-05	2.8373652552227E-05	2.53317688621678E-07	2.67415375240757E-06	0	0	5.43851996911248E-06	1.49414106882807E-05	
136	8.3616250219377E-07	0.143423799896217	-0.000207987998962165	0.00122625	-0.00143423799896217	0	NotActivated	0	0.00205553691374004	0	0.00619491874954485	0	0.000222222222222222	0	0	0	0	0.770873599849716	Growing	114277.761479571	0.00176304238623636	0.000578999157205765	0.00401751323580607	0.00209246736095391	0.000598747828633307	0.000361333772002781	0	0.0416748013311742	0.0154957321555517	0.58933674158637	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41891739088957E-05	2.8585266743363E-05	2.5331700213911E-07	2.69409792005561E-06	0	0	5.43735843696148E-06	1.50528675055532E-05	
137	8.32804329247569E-07	0.143424632700546	-0.000207996327005457	0.00122625	-0.00143424632700546	0	NotActivated	0	0.00205101283065024	0	0.00618128419646524	0	0.000222222222222222	0	0	0	0	0.769182849597507	Growing	114349.628450809	0.00175804697045942	0.000583203676730258	0.00400339413124393	0.00211050497564446	0.000597366708157059	0.000364822207838737	0	0.0418544123674368	0.0157393442442366	0.586426024805802	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41843158874201E-05	2.87968783058367E-05	2.53317700473431E-07	2.71404183995808E-06	0	0	5.43621948210802E-06	1.51643231747425E-05	
138	8.29516289525022E-07	0.143425462216835	-0.000208004622168353	0.00122625	-0.00143425462216835	0	NotActivated	0	0.00204648880425595	0	0.00616764981425294	0	0.000222222222222222	0	0	0	0	0.767492143048636	Growing	114421.211680177	0.00175305846102791	0.000587407543622164	0.00398931978690264	0.00212858326883556	0.000595965333698465	0.000368318390090634	0	0.0420318617266138	0.0159851127062031	0.583519190465632	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41795006707389E-05	2.90084872164084E-05	2.53319781004758E-07	2.73398550992466E-06	0	0	5.43510301534237E-06	1.52757776835162E-05	
139	8.26297129281305E-07	0.143426288513965	-0.000208012885139646	0.00122625	-0.00143426288513965	0	NotActivated	0	0.00204196483506046	0	0.00615401560442474	0	0.000222222222222222	0	0	0	0	0.765801423495917	Growing	114492.517111644	0.00174807678267827	0.000591610768359805	0.00397528964238285	0.00214670247413292	0.000594543897428909	0.000371822273980863	0	0.0422071421535791	0.0162330447494953	0.580616253790327	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41747280962136E-05	2.92200934515372E-05	2.53323241339236E-07	2.75392892773669E-06	0	0	5.43400895153206E-06	1.53872310194043E-05	
140	8.23145635450953E-07	0.1434271116596	-0.000208021116596	0.00122625	-0.001434271116596	0	NotActivated	0	0.0020374409235736	0	0.0061403815685172	0	0.000222222222222222	0	0	0	0	0.764110640041518	Growing	114563.550584488	0.00174310186142623	0.000595813361462531	0.00396130314825974	0.002164862829419	0.000593102588441557	0.00037533381512903	0	0.0423802463400653	0.0164831476346855	0.577717230024679	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41699980088413E-05	2.94316969873754E-05	2.53328079305932E-07	2.77387209114658E-06	0	0	5.43293720955149E-06	1.54986831697958E-05	
141	8.2006063428567E-07	0.143427931720234	-0.000208029317202343	0.00122625	-0.00143427931720234	0	NotActivated	0	0.00203291707031189	0	0.00612674770808694	0	0.000222222222222222	0	0	0	0	0.762419747794431	Growing	114634.317836708	0.00173813362453129	0.000600015333493454	0.0039473597657762	0.0021830645769033	0.000591641592832293	0.000378852969542429	0	0.0425511669241078	0.0167354286754195	0.574822134436105	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41653102611265E-05	2.96432977997637E-05	2.53334292953906E-07	2.79381499787736E-06	0	0	5.4318877122148E-06	1.56101341219362E-05	
142	8.17040990059088E-07	0.143428748761225	-0.000208037487612244	0.00122625	-0.00143428748761224	0	NotActivated	0	0.00202839327579861	0	0.00611311402471105	0	0.000222222222222222	0	0	0	0	0.760728707818379	Growing	114704.824508287	0.00173317200046233	0.00060421669506214	0.0039334589665464	0.00220130796317438	0.000590161093778147	0.000382379693606731	0	0.0427198964894791	0.0169898952389713	0.571930982316906	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41606647129592E-05	2.98548958642252E-05	2.53341880549448E-07	2.81375764562214E-06	0	0	5.43086038621193E-06	1.57215838629245E-05	
143	8.14085603824637E-07	0.143429562846828	-0.000208045628468282	0.00122625	-0.00143429562846828	0	NotActivated	0	0.00202386954056398	0	0.00609948051998747	0	0.000222222222222222	0	0	0	0	0.759037486901842	Growing	114775.076144382	0.0017282169188643	0.000608417456827368	0.00391960023226917	0.00221959323925376	0.000588661271613305	0.000385913944076893	0	0.0428864275651135	0.017246554746806	0.569043788986479	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41560612314985E-05	3.00664911559598E-05	2.53350840573476E-07	2.83370003204357E-06	0	0	5.42985516204783E-06	1.58330323797097E-05	
144	8.11193412231769E-07	0.143430374040241	-0.000208053740402404	0.00122625	-0.0014343037404024	0	NotActivated	0	0.00201934586514524	0	0.0060858471955353	0	0.000222222222222222	0	0	0	0	0.757346057209078	Growing	114845.078198377	0.00172326831052579	0.000612617629499909	0.00390578305445085	0.0022379206606517	0.000587142303902798	0.000389455678068272	0	0.0430507526245226	0.0175054146751541	0.56616056979348	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41514996910622E-05	3.02780836498383E-05	2.53361171719101E-07	2.85364215477328E-06	0	0	5.42887197398453E-06	1.59444796590879E-05	
145	8.08363386390909E-07	0.143431182403627	-0.000208061824036268	0.00122625	-0.00143431182403627	0	NotActivated	0	0.00201482225008678	0	0.00607221405299524	0	0.000222222222222222	0	0	0	0	0.755654395858653	Growing	114914.836034881	0.00171832610734772	0.000616817223845304	0.00389200693413722	0.00225629048742487	0.000585604365513958	0.00039300485304795	0	0.0432128640852002	0.017766482555594	0.56328134011794	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.4146979973022E-05	3.04896733203971E-05	2.53372872889339E-07	2.87358401141137E-06	0	0	5.42791075998617E-06	1.60559256876994E-05	
146	8.05594530790351E-07	0.143431987998158	-0.000208069879981576	0.00122625	-0.00143431987998158	0	NotActivated	0	0.00201029869594029	0	0.00605858109402994	0	0.000222222222222222	0	0	0	0	0.753962484465104	Growing	114984.354932586	0.00171339024231284	0.000621016250686692	0.00387827138165421	0.0022747029842359	0.000584047628685742	0.000396561426826231	0	0.0433727543080171	0.0180297659756449	0.560406115373363	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41425019657033E-05	3.0701260141831E-05	2.53385943194975E-07	2.89352559952576E-06	0	0	5.4269714616668E-06	1.61673704520247E-05	
147	8.02885882261543E-07	0.14343279088404	-0.000208077908840398	0.00122625	-0.0014343279088404	0	NotActivated	0	0.00200577520326489	0	0.00604494832032446	0	0.000222222222222222	0	0	0	0	0.752270308670018	Growing	115053.640087072	0.00170846064945617	0.000625214720907662	0.00386457591635687	0.00229315842041503	0.000582472263095981	0.000400125357548352	0	0.0435304155966058	0.0182952725793699	0.55753491100876	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41380655642915E-05	3.09128440879879E-05	2.53400381952574E-07	2.91346691665168E-06	0	0	5.42605402424086E-06	1.62788139383821E-05	
148	8.00236508987884E-07	0.143433591120549	-0.000208085911205488	0.00122625	-0.00143433591120549	0	NotActivated	0	0.00200125177262723	0	0.00603131573358658	0	0.000222222222222222	0	0	0	0	0.750577857681246	Growing	115122.696613501	0.00170353726383629	0.000629412645455137	0.0038509200663864	0.00231165707002358	0.000580878435926656	0.000403696603686356	0	0.0436858401967353	0.0185630100679892	0.554667742510658	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41336706707416E-05	3.11244251323622E-05	2.53416188682634E-07	2.93340796029104E-06	0	0	5.42515839647635E-06	1.63902561329236E-05	
149	7.97645509555847E-07	0.143434388766059	-0.000208093887660584	0.00122625	-0.00143434388766058	0	NotActivated	0	0.00199672840460169	0	0.00601768333554732	0	0.000222222222222222	0	0	0	0	0.748885123832911	Growing	115191.529549257	0.00169862002150743	0.000633610035342271	0.00383730336843492	0.00233019921191953	0.000579266311927273	0.000407275124031143	0	0.0438390202956733	0.0188329862005035	0.551804625405084	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41293171936942E-05	3.13360032480884E-05	2.53433363107876E-07	2.95334872791181E-06	0	0	5.4242845306505E-06	1.65016970216317E-05	
150	7.95112012051457E-07	0.143435183878071	-0.000208101838780704	0.00122625	-0.0014343518387807	0	NotActivated	0	0.00199220509977048	0	0.00600405112796131	0	0.000222222222222222	0	0	0	0	0.747192102174208	Growing	115260.143856477	0.00169370885949233	0.000637806901651415	0.00382372536751756	0.00234878512982518	0.000577636053476399	0.000410860877684701	0	0.0439899480215396	0.0191052087943284	0.548945575259508	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41250050483953E-05	3.1547578407934E-05	2.53451905151675E-07	2.9732892169474E-06	0	0	5.42343238250793E-06	1.66131365903159E-05	
151	7.92635173191853E-07	0.143435976513244	-0.000208109765132436	0.00122625	-0.00143435976513244	0	NotActivated	0	0.00198768185872377	0	0.00599041911260724	0	0.000222222222222222	0	0	0	0	0.745498790091527	Growing	115328.544424526	0.00168880371575593	0.000642003255537097	0.00381018561675169	0.0023674151123969	0.000575987820641436	0.000414453824052488	0	0.0441386154426473	0.0193796857259394	0.546090607684751	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	NotActivated	0	0.00266666666666667	0	0.00803672423574332	0	0.000222222222222222	0	0	0	0	1	1.41207341566212E-05	3.17591505842934E-05	2.53471814936614E-07	2.99322942479604E-06	0	0	5.42260191122127E-06	1.67245748246094E-05	
